period,feature,bucket,lower,upper,observations,evaluable_observations,unique_dates,unique_months,unique_stocks,path_success_rate,downside_first_rate,timeout_rate,plus10_before_minus5_rate,plus15_before_minus5_rate,day1_return,day3_return,day5_return,day10_return,mfe5_mean,mfe10_mean,mae5_mean,mae10_mean,mfe_abs_mae,gross_mean,net_mean,median_net,gross_profit_factor,net_profit_factor,top1_positive_winners_removed,top1_removed_net_mean,top1_removed_net_pf,top1_removed_gross_mean,top1_removed_gross_pf,top5_positive_winners_removed,top5_removed_net_mean,top5_removed_net_pf,top5_removed_gross_mean,top5_removed_gross_pf,removed_best_signal_date,remove_best_signal_date_net_mean,remove_best_signal_date_net_pf,removed_best_calendar_month,remove_best_calendar_month_net_mean,remove_best_calendar_month_net_pf
HISTORICAL_DISCOVERY,txo_volume_pc_change_5,3,-0.04244742324464736,7.163604990068073e-05,2190,2177,73,33,518,0.36564079007808914,0.5470831419384474,0.08727606798346348,0.31189710610932475,0.21084060633899862,-0.0019021352189237711,-0.0010762719221858723,-0.0005977636126475875,0.01046919435300174,0.05418811671732449,0.09696467418352643,-0.05404099074161675,-0.08526913408784768,1.1371603009786582,0.0009590474086812964,-0.004833132417492977,-0.05856882053173459,1.022717421693333,0.8934561765916726,9,-0.005591094592148437,0.8772568477845691,0.00019671117713595564,1.0046403298161333,45,-0.008515701427579117,0.8161562876795893,-0.0027449548482883445,0.9363229493334077,20210329,-0.006175580449458812,0.8653538829426987,202103,-0.006175580449458812,0.8653538829426987
HISTORICAL_DISCOVERY,txo_volume_pc_change_5,4,7.163604990068073e-05,0.03716456429446878,2190,2179,73,32,519,0.35245525470399264,0.5589720055071133,0.08857273978889399,0.29371271225332723,0.17714547957778798,-0.0009638790574089955,-0.0004187789553054438,-0.002231749813725256,0.00026273716107234223,0.05313109301159915,0.09013054355345453,-0.052192458843117934,-0.08338933633333419,1.0808401591442525,-0.001906486544166722,-0.007682042842767774,-0.058416016063055964,0.9554181802330942,0.8328793691348609,9,-0.00844924442995923,0.816948319951156,-0.0026781360132109924,0.9376323786783721,44,-0.011306434326178238,0.7589985502569908,-0.0055520328316125715,0.8727913270259584,20210817,-0.008745558006560322,0.8118090334867266,202006,-0.008625150007612601,0.8142676555440442
HISTORICAL_DISCOVERY,txo_volume_pc_change_5,5,0.03716456429446878,0.14983647040725395,4380,4364,146,36,590,0.33157653528872594,0.5765352887259395,0.09188817598533455,0.2818515123739688,0.1959211732355637,-0.005733720700208473,-0.002486514183585227,0.000915272876324329,0.009657466284215203,0.05096864176686289,0.09298106004616749,-0.05509447347995886,-0.08254876862214662,1.1263773112325026,-0.00508378861793021,-0.01084118282236519,-0.05954084494091284,0.8859882332684293,0.7736912134536857,17,-0.011580041450728256,0.7592092719204252,-0.005826895597113576,0.8698319718104703,83,-0.014379765159904988,0.7055327319754724,-0.008642921769056124,0.8098557227373797,20221031,-0.011421728988670863,0.7627945227400584,202004,-0.01242289454006733,0.7450900590384902
HISTORICAL_DISCOVERY,txo_volume_pc_change_5,6,0.14983647040725395,,4380,4350,146,35,586,0.37517241379310345,0.5216091954022989,0.1032183908045977,0.3273563218390805,0.22735632183908047,-0.0013420265401932802,0.0063942820664083045,0.01710515475006848,0.022865257244157042,0.0613056897118164,0.10713785825321641,-0.04278954850346988,-0.0691722607227115,1.5488558149443217,0.004693088503208414,-0.0011205850454394297,-0.056630864862629124,1.1184147497429424,0.9737642710049014,19,-0.0019088913449871376,0.9555032338402283,0.003900227967310109,1.0979796708402965,93,-0.004863810474817731,0.888560449743381,0.0009281331569577314,1.0229177373700227,20210326,-0.0017828522884797554,0.9585096167759254,202103,-0.003940449022023974,0.9101545962436082
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_5,1,,-0.14334585951220757,3390,3376,113,24,546,0.3471563981042654,0.5488744075829384,0.1039691943127962,0.28791469194312796,0.1898696682464455,-0.0041604632407068205,0.0012040428253076623,0.006711142944292611,0.010543369530526052,0.05043331534821462,0.08820757810481185,-0.04715938310332609,-0.07330762804448752,1.2032523825662744,-0.0013552412274310092,-0.007134234894030564,-0.0575564033709195,0.9674811178463615,0.8411925623582518,14,-0.007904693292590702,0.8247719092713445,-0.002130154811886251,0.9490991022549595,67,-0.010692290618408573,0.7667140853257316,-0.0049340468159921914,0.8839576277330038,20230215,-0.007778343389019459,0.8280385964619081,202302,-0.007778343389019459,0.8280385964619081
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_5,2,-0.14334585951220757,-0.04244742324464736,2640,2632,88,24,515,0.3598024316109423,0.5182370820668692,0.12196048632218845,0.3081306990881459,0.20440729483282674,-0.005222762032468768,0.0035840159348414355,0.009672096799607554,0.018503603726992692,0.052022087234675884,0.09180909084009016,-0.04376397679902344,-0.06734005963997645,1.3633651548711676,0.0025868296955461633,-0.0032148059296323362,-0.05624794325950921,1.065868976687254,0.9241923116948894,11,-0.003966625830046884,0.9068547174828955,0.0018306251861225228,1.0464187720831688,55,-0.006862338745030457,0.8415620631100073,-0.0010820247498510563,0.973023922100121,20230426,-0.004034498244156468,0.9055755542294883,202302,-0.004923111334859121,0.8872562062320587
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_5,3,-0.04244742324464736,7.163604990068073e-05,1350,1343,45,21,404,0.3596425912137007,0.5182427401340283,0.12211466865227104,0.3075204765450484,0.20774385703648549,-4.913607611019282e-06,0.00224093911786466,0.008647587460734723,0.011915131127807933,0.05593267276394107,0.09249389755889562,-0.04489774226828945,-0.07149711370564378,1.2936731675588522,0.004944657026592765,-0.0008706673761304528,-0.05615651544009163,1.1287215202832734,0.9790083366567333,6,-0.001668219550822037,0.9599591597816899,0.00414251631996614,1.1073580488190502,29,-0.004606203894728545,0.8913431547156823,0.0011873438981253519,1.0302420247453492,20240806,-0.002830502635760424,0.9329510442812368,202408,-0.002830502635760424,0.9329510442812368
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_5,4,7.163604990068073e-05,0.03716456429446878,1200,1195,40,22,410,0.34309623430962344,0.5665271966527197,0.09037656903765691,0.28870292887029286,0.18577405857740587,-0.004770406547025623,-0.0021099959762050403,-0.010248150027425053,0.010241120320682692,0.046462630856498946,0.08541418401698911,-0.05293204120356702,-0.07624167310780415,1.1203083633305793,-0.0015399631476719854,-0.0073178769832801865,-0.05845028838055475,0.9638202777587004,0.8403476101156003,5,-0.008112468493704516,0.8237527299733441,-0.0023391542459289235,0.9452741120385194,24,-0.011027095182012819,0.7642561170547877,-0.005270815142910857,0.8786550589185715,20230214,-0.009472701114578213,0.7978976501848766,202305,-0.008737004438258053,0.8120363539303362
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_5,5,0.03716456429446878,0.14983647040725395,2670,2661,89,24,490,0.3487410747839158,0.5437805336339722,0.10747839158211199,0.29237128898910186,0.2055618188650883,-0.00298021662006763,-0.0017151991825347396,0.003354858438440625,0.010894233352415142,0.0484089501386109,0.0877801431621562,-0.0465221027613225,-0.07401768302506159,1.185934760109078,0.0003892923088436263,-0.0053996869871977575,-0.057719031784250446,1.0095245240904984,0.8774424464334782,11,-0.006154656730330805,0.8608842398536906,-0.0003700638161684795,0.9909833526673878,54,-0.009001817096593612,0.7998305300174495,-0.003233884711121518,0.9224845717361687,20230815,-0.006432306609069531,0.8554038923176275,202304,-0.006294784767524452,0.8581604591488362
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_5,6,0.14983647040725395,,3180,3171,106,24,522,0.3456322926521602,0.543677073478398,0.11069063386944182,0.282876064333018,0.18322295805739514,-0.002323767004100066,-0.00035835658092776807,0.0014434343905059535,0.008966552650014488,0.04698755818257484,0.08464779188299336,-0.045387702931791306,-0.07114071047858993,1.1898643029221425,0.000616606637128697,-0.005173445772692929,-0.0573675150561778,1.0154011465278074,0.8803284277936143,13,-0.005924499514293881,0.8635169725792217,-0.0001387970592397291,0.996547441818576,65,-0.008808504717423383,0.8004193208804747,-0.0030396646354768735,0.9256337747372928,20240910,-0.0059752165212200855,0.8626802886396715,202408,-0.007168436791385221,0.8368055142158994
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_5,1,,-0.14334585951220757,1770,1770,59,12,302,0.3576271186440678,0.5519774011299435,0.0903954802259887,0.30112994350282485,0.20056497175141244,-0.002319960704442388,0.004142205154964557,0.010365957239599037,0.013372530612557979,0.055355143550046094,0.0923942602785657,-0.04587727926208348,-0.07367198816048227,1.2541301325722343,0.0005509881775978944,-0.005238857783735417,-0.05810656248513974,1.0133748201552542,0.8820408018888873,8,-0.006075365015848242,0.863824111921523,-0.0002903325391406207,0.9929842513627412,36,-0.008913919095091588,0.8033745555684637,-0.0031454467307487125,0.9251996152060838,20250410,-0.006941792226608265,0.8458261885881482,202504,-0.009528975118552566,0.7917585192036181
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_5,2,-0.14334585951220757,-0.04244742324464736,1110,1107,37,11,262,0.3080397470641373,0.5871725383920506,0.10478771454381211,0.25835591689250226,0.17434507678410116,-0.009119884863534138,-0.002301613722870536,-0.006041261320050227,-0.00045882354248046996,0.04261528884570217,0.08287823605410707,-0.054916517603969296,-0.08462056215194992,0.9794101332638961,-0.007363326364042251,-0.013107061491924433,-0.05935323905641303,0.8314742466722216,0.7217540084630356,5,-0.014004188982461885,0.7040519273159955,-0.008265660431192192,0.8116768280750717,21,-0.016711011034465418,0.6519765483741379,-0.010988251235553363,0.7532807637211896,20251216,-0.014866320534874217,0.6895491576308703,202509,-0.014165128388699877,0.701822996973604
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_5,3,-0.04244742324464736,7.163604990068073e-05,630,629,21,9,222,0.3481717011128776,0.534181240063593,0.11764705882352941,0.2845786963434022,0.17488076311605724,-0.0016860046398814044,0.0014436822485815722,0.010780179976972563,0.009384991266693133,0.05134705436690973,0.08014378669480986,-0.04178479545039086,-0.06948781992044444,1.1533501380035418,0.0014327983039542631,-0.004362224990785326,-0.057829960831190116,1.0362917093439945,0.8976604531087209,3,-0.0052329419731566365,0.8778186174556392,0.0005570831271136711,1.0140431992494567,13,-0.007989706125365028,0.8164322855808435,-0.0022157204211797127,0.9450373843617125,20250409,-0.007433291141296376,0.8287544985423847,202504,-0.007433291141296376,0.8287544985423847
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_5,4,7.163604990068073e-05,0.03716456429446878,720,718,24,11,244,0.34401114206128136,0.5557103064066853,0.10027855153203342,0.29108635097493035,0.19498607242339833,-0.00444323393955741,-0.00578629953123645,-0.0019007059528528777,0.0071229375148108166,0.044455885884419254,0.08754256358323136,-0.05052647655171049,-0.07961362218773908,1.0995927729151027,-0.0004956690020918623,-0.006279065525981046,-0.05769058759900106,0.9877705848727485,0.8567192709662818,3,-0.0070545860141510205,0.8396954320365292,-0.0012756335863294869,0.9686583778737943,14,-0.009753722658619447,0.7817715415713491,-0.003990574651671268,0.9034621590288804,20250808,-0.009261730467943246,0.7949788505669246,202502,-0.008824008517722704,0.8044028798837211
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_5,5,0.03716456429446878,0.14983647040725395,1410,1409,47,11,287,0.3584102200141945,0.5507452093683464,0.0908445706174592,0.30518097941802697,0.20723917672107878,-0.0008146733954063674,0.0017131069530133287,0.0037865620373651885,0.02176218294310184,0.0518891307300804,0.09780427982169293,-0.047478101357284516,-0.07486535138890138,1.3064024679939217,0.000877315923384017,-0.004913915292168744,-0.05762316869597532,1.0214018031014158,0.8887979793779162,6,-0.0056872841918140064,0.871844685319864,9.944428270113185e-05,1.002415576799146,29,-0.00855096534956747,0.8104742373325486,-0.00278094382886869,0.9335561693909766,20251217,-0.006458139867347668,0.8558444301802224,202512,-0.011651981108439333,0.7513538028352309
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_5,6,0.14983647040725395,,1650,1648,55,12,293,0.3131067961165049,0.5807038834951457,0.10618932038834951,0.2554611650485437,0.1638349514563107,-0.004043351562046068,-0.0057940102911925055,-0.006097971915073927,0.010412776561450298,0.044206493986714224,0.08298674737529502,-0.05265558936990751,-0.07674557548807351,1.081322888616444,-0.007464396264388311,-0.013207983105257292,-0.05962346807745873,0.8279608118582519,0.7178466265309525,6,-0.013907032893099889,0.7039949164274333,-0.008167482938475561,0.8124414446687501,30,-0.01663365566075035,0.6511347122836358,-0.010910004806037227,0.7531239560792132,20250805,-0.014563446883755908,0.6925570414324742,202512,-0.014723204300726524,0.6890064557923815
HISTORICAL_DISCOVERY,txo_oi_pc_change_1,1,,-0.11453996937784619,4410,4388,147,36,612,0.33956244302643573,0.5777119416590701,0.08272561531449407,0.2878304466727438,0.19781221513217867,-0.004064670908886544,-0.0019932130072935076,0.003016818245269104,0.006941549721675155,0.0538892907117844,0.0966949812357629,-0.05352617944995502,-0.08585815328335082,1.1262178085364607,-0.004240095363882636,-0.01000212143431344,-0.05972303348310702,0.9047103862097358,0.7906383808329125,17,-0.010736056033664834,0.7761464930526403,-0.004978273662387432,0.8885544077245375,85,-0.01358660143292295,0.7211179847511967,-0.007845411813163318,0.8271018228477043,20200323,-0.010699084936590095,0.7774385340069525,202004,-0.011311664518329706,0.766653950174751
HISTORICAL_DISCOVERY,txo_oi_pc_change_1,2,-0.11453996937784619,-0.033814340269621386,4410,4386,147,34,586,0.34655722754217966,0.5688554491564067,0.0845873233014136,0.2975376196990424,0.2049703602371181,-0.0035781363646090274,-0.008558413334799937,0.0008010668765629908,0.014576049749857468,0.05133439213932414,0.09702995124685349,-0.05572369070550454,-0.08346947426687841,1.1624603137743257,-0.003660374346996494,-0.009426215523599481,-0.05980379730579646,0.9178417046736685,0.802892667855026,17,-0.010153581450649374,0.788505981648942,-0.00439194165579323,0.9018035254212898,85,-0.012963788260457371,0.734173570101706,-0.007218538332206505,0.8411175241125513,20210520,-0.010165578368595458,0.7886681925507221,202103,-0.012234605117143986,0.7504668144561024
HISTORICAL_DISCOVERY,txo_oi_pc_change_1,3,-0.033814340269621386,0.0029374337458865085,2190,2174,73,30,510,0.36798528058877644,0.5239190432382704,0.10809567617295308,0.3206071757129715,0.21711131554737811,-0.0017952817939674301,0.005703539434542489,0.010183901219839211,0.025166636830856848,0.058457016493074526,0.10495816005428933,-0.04778044542656013,-0.07166279006368026,1.4646116898466064,0.003595233051297706,-0.0022120216540467844,-0.056757275193948055,1.0889341690047842,0.9491863965317142,10,-0.003043261653676311,0.9304130774340449,0.002759198581629689,1.0679394893985987,46,-0.00594071309992778,0.8664200479918305,-0.00015511314279214816,0.9962442014929631,20200331,-0.0035823348996835355,0.9187402888086107,202211,-0.002973215259523018,0.9323323072815155
HISTORICAL_DISCOVERY,txo_oi_pc_change_1,4,0.0029374337458865085,0.03437148998817419,2190,2183,73,33,496,0.33119560238204304,0.581310123683005,0.0874942739349519,0.27622537792029317,0.18185982592762254,-0.007879329751987772,-0.0032758664075046907,0.0023335869531518508,0.014055358746003705,0.048095631053892224,0.09136829156637484,-0.054332105303682834,-0.08103445478561815,1.1275239872730127,-0.005485780062411213,-0.011240870662053903,-0.05987005661520452,0.8770617000610673,0.7654734274543702,9,-0.01202184497120726,0.7502134595426099,-0.006271274596935058,0.8600379055378788,42,-0.014746750503434675,0.6982471573660801,-0.009012099775361711,0.8019213195185032,20210514,-0.012580108674232647,0.7404233327946728,202105,-0.012580108674232647,0.7404233327946728
HISTORICAL_DISCOVERY,txo_oi_pc_change_1,5,0.03437148998817419,0.11681320797589285,4410,4385,147,36,588,0.3372862029646522,0.5687571265678449,0.09395667046750285,0.28597491448118584,0.19566704675028507,-0.004915159946600486,0.003541328378109648,0.006432620754801265,0.010516576061599359,0.05357981091175882,0.0949975178632569,-0.04827069253312321,-0.07868145116703296,1.207368654927151,-0.0031546876219293685,-0.00892308134133705,-0.05907354638858841,0.9271448475057618,0.8084794429313537,17,-0.009652975786752034,0.7936165855981444,-0.003888795714801314,0.9105393454722059,85,-0.012500739686071585,0.736891357561333,-0.006753136236973223,0.8470645099947031,20210326,-0.009633774654496895,0.7944726608049884,202102,-0.009434095550414929,0.798522890079852
HISTORICAL_DISCOVERY,txo_oi_pc_change_1,6,0.11681320797589285,,4410,4391,147,36,592,0.38465042131632887,0.513778182646322,0.10157139603734912,0.33090412206786607,0.2311546344796174,-0.00043668876480205395,0.009839677439162194,0.009877456223879503,0.021868470113881915,0.06165176375437875,0.10724850636163584,-0.04697204381653183,-0.07533772050565944,1.4235698351608506,0.005588034876885074,-0.00023107602824305084,-0.05603787033118249,1.140908013717765,0.9945848043392868,20,-0.0010386793569319593,0.975769736969948,0.004775756220736596,1.1198770658312875,96,-0.003999566420510221,0.9083205702317165,0.0017976045753075585,1.0443374264269047,20200320,-0.0008903219003627582,0.9792524243017587,202103,-0.0016110721808309074,0.9627175300293538
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_1,1,,-0.11453996937784619,3120,3111,104,24,528,0.32176149148183864,0.5699132111861138,0.10832529733204757,0.2719382835101254,0.18643522982963678,-0.009746623931213835,-0.003124456097704324,0.0004846354020973172,0.010197064331512603,0.04516854731032345,0.08423232088296596,-0.05109997686982172,-0.07678060132695325,1.0970521124767076,-0.005035044539911216,-0.010792980486424705,-0.058961939165397895,0.8833521396774296,0.7679687559569192,12,-0.01152554812184176,0.7531755203400351,-0.005771851397155237,0.8667981776396032,59,-0.014264861863250239,0.6991450473104999,-0.008527226163814483,0.8061946506370993,20230215,-0.011526898317348542,0.7540458115292131,202302,-0.0117684864843127,0.7503129075801918
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_1,2,-0.11453996937784619,-0.033814340269621386,2700,2690,90,24,509,0.36728624535315985,0.5230483271375465,0.10966542750929369,0.30892193308550187,0.2104089219330855,-0.0033050146575831084,-0.00035401987191111884,0.005993024399067589,0.016732852923809313,0.04996047557345205,0.09279614530097455,-0.04633834091523356,-0.06964969025608346,1.3323267477541925,0.0036227197462226765,-0.0021847982932454244,-0.056271158040967204,1.092448388955788,0.9483344308494944,12,-0.002985496839810656,0.9297146553806722,0.0028173689048008716,1.0715758672311178,57,-0.005829884012184637,0.8650576206269858,-4.3630580976691906e-05,0.9989101814792354,20230406,-0.0030338793455841335,0.9287572256529414,202305,-0.004905971529851083,0.8872289851111345
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_1,3,-0.033814340269621386,0.0029374337458865085,1620,1615,54,22,445,0.37894736842105264,0.49597523219814244,0.12507739938080495,0.3281733746130031,0.2130030959752322,0.0012131568303361778,0.00455766733133651,0.010641237852546625,0.024353955807400615,0.05626385815198731,0.09543295840608257,-0.04148051600143749,-0.062465117041942124,1.5277800302848106,0.008325641972024796,0.002490953641622635,-0.047663103629385556,1.2268669740889782,1.0627505828147412,8,0.0016078341620150362,1.0403029393306824,0.007437393156268409,1.2016590131121332,36,-0.0013807314630202188,0.965992794688021,0.004431373367367227,1.118059650759267,20240910,0.0010471492638975044,1.0260551956551458,202402,0.001495351598158063,1.037352224484416
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_1,4,0.0029374337458865085,0.03437148998817419,1290,1284,43,19,399,0.3364485981308411,0.5661993769470405,0.09735202492211838,0.2764797507788162,0.17601246105919002,-0.006473084067581188,-0.00017416564238122308,2.9607680402791077e-06,0.0012920104206885126,0.045381311820782665,0.08118325249734569,-0.047642445593853146,-0.07555466688293525,1.0744968622935152,-0.0027562891476844817,-0.008526997889355766,-0.058446311459438946,0.9346761366612275,0.812563613098133,5,-0.009242740650932982,0.7976216567367788,-0.003476205260269859,0.9179349913567844,25,-0.012019871467994863,0.7409293119179344,-0.006269583273956236,0.8543043893865332,20230407,-0.010190135347054685,0.7795209853252775,202304,-0.010190135347054685,0.7795209853252775
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_1,5,0.03437148998817419,0.11681320797589285,2940,2929,98,24,531,0.35472857630590643,0.5339706384431546,0.11130078525093888,0.2888357801297371,0.19358142710822807,0.00018541488786719904,0.004176377206133066,0.008640096943576677,0.00972456644561007,0.053175740695799736,0.0888277285248425,-0.04185068062391662,-0.07036176595179743,1.2624431368833964,0.0015417847625689236,-0.004253680495931109,-0.05672396799614429,1.0385521757446776,0.9014467168833076,12,-0.004999491483615172,0.8846416273100679,0.0007916610629042128,1.0197143056878686,60,-0.007889219096781109,0.8209594412499435,-0.002114893535589239,0.9482005879684099,20230815,-0.005178979575064132,0.8810491049314995,202409,-0.005288173079329611,0.8784910893285668
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_change_1,6,0.11681320797589285,,2760,2749,92,24,512,0.35067297198981445,0.5416515096398691,0.10767551837031648,0.29392506365951254,0.19097853765005457,-0.0013739330777298743,-0.00014968923136922963,0.0003129049528186411,0.008639606114094034,0.049413853460230237,0.08639954605388248,-0.04776329600027241,-0.07428089250205708,1.1631463104928337,0.000553295612168682,-0.005236596607840344,-0.05788213407469913,1.0135859873973176,0.8807110812192283,12,-0.006032655234176744,0.8631768622470012,-0.0002473809763740158,0.9939521593726001,57,-0.008913013941510181,0.8011727601141397,-0.0031445741795395462,0.9243870571598936,20240807,-0.0061291837376078575,0.8614584398433368,202305,-0.006126948636385317,0.8619081126391491
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_1,1,,-0.11453996937784619,1620,1618,54,12,304,0.326946847960445,0.5667490729295427,0.10630407911001236,0.273176761433869,0.18046971569839307,-0.00401548572295869,-0.00448403346087004,0.0009000135428839555,0.01635829387238618,0.04493567465303943,0.08636374196853275,-0.048536048543353985,-0.07125749636810133,1.2119951776357074,-0.00351167858032952,-0.009277842814121707,-0.058702134650373744,0.915988280069389,0.7944561662059143,7,-0.010112229951973927,0.7769401517777506,-0.004350898550264817,0.8963615050667421,31,-0.012789889204941384,0.7220781870496497,-0.007044186550228535,0.834707032894967,20250808,-0.010626732485856098,0.7677124359690642,202512,-0.012185713915401433,0.7373136383614866
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_1,2,-0.11453996937784619,-0.033814340269621386,1290,1289,43,12,271,0.3359193173002327,0.582622187742436,0.08145849495733126,0.287044220325834,0.1947245927075252,-0.005797515445506468,-0.0008010090977301165,-0.0003654341635287638,-0.0007089720762643991,0.05132463853211343,0.09068919036837285,-0.056447663398336345,-0.09181781756168772,0.9877079719025492,-0.005455129998643712,-0.011210642538592495,-0.06037311643116174,0.8769187730713582,0.7648712537899668,5,-0.011949372119564249,0.7503495142748815,-0.006198146444175635,0.8606969414800414,25,-0.014796757748582365,0.695676182374025,-0.009062128366926556,0.7995015227067357,20251217,-0.013052094092654808,0.7305002153088502,202512,-0.015377264346247133,0.6881678754628489
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_1,3,-0.033814340269621386,0.0029374337458865085,840,838,28,11,241,0.4009546539379475,0.4916467780429594,0.10739856801909307,0.3520286396181384,0.24701670644391407,2.2256194482290124e-05,0.00856002228657298,0.02190866022535959,0.030627593255542727,0.06021421188375098,0.10498239783170792,-0.037104758601248546,-0.05899988464506562,1.7793661540741332,0.0105830074626491,0.0047355810932083195,-0.043219396632882746,1.2852450937657676,1.1181892127448958,4,0.00389990761751416,1.0968681294083409,0.009742547866816597,1.2613386607116865,19,0.0008263926862759487,1.0201572327230675,0.006651110947006965,1.1752036527553569,20250422,0.00218670619053828,1.0534143388129187,202508,0.0005581060565740627,1.0134483215642567
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_1,4,0.0029374337458865085,0.03437148998817419,450,450,15,10,206,0.35333333333333333,0.5488888888888889,0.09777777777777778,0.2733333333333333,0.18444444444444444,-0.005828967221607879,-0.0031390025571383776,0.008080023026347524,0.0022610344058079414,0.048637646971370185,0.0850969192472608,-0.04664303234538314,-0.07875031091556975,1.0805915336448058,-7.266425395206412e-05,-0.005859210766777024,-0.05785295651889193,0.9981983885521162,0.8656147554398107,2,-0.006669812525997577,0.84770291442796,-0.0008879556374993289,0.9780821937819307,9,-0.009399974527056938,0.7887166774774521,-0.0036340132692872017,0.9117015869482628,20250728,-0.009208992223106973,0.7957445421938822,202507,-0.009208992223106973,0.7957445421938822
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_1,5,0.03437148998817419,0.11681320797589285,960,960,32,11,245,0.2989583333333333,0.59375,0.10729166666666666,0.23958333333333334,0.13958333333333334,-0.002905554620458511,-0.003312511850056762,-0.009572747130654449,-0.003254451998964254,0.044395127345958504,0.07783983003664852,-0.053954636421972096,-0.08415167710147668,0.9249943996099228,-0.010225043927724449,-0.015952095608335357,-0.059673398336135275,0.7684674513122018,0.6651336508601785,4,-0.016747990902417662,0.6498911096902674,-0.011025581897905394,0.7513805800998109,17,-0.01931186718689234,0.6017841985663476,-0.013604420697252819,0.697401073408923,20250411,-0.017890771212328016,0.6306786863795965,202512,-0.017222642394330252,0.6434531698913188
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_change_1,6,0.11681320797589285,,2130,2126,71,12,311,0.33725305738476014,0.5634995296331138,0.09924741298212605,0.2812793979303857,0.18485418626528693,-0.003245686624115652,5.1504825113171744e-05,-0.0006721096435133189,0.015469940034909578,0.04774472520321231,0.0872476197848848,-0.04847464909970038,-0.07412692384559413,1.1770031084335966,-0.0018824369643491165,-0.007657882945118767,-0.05813582031570141,0.9545638720067534,0.8286617572237671,9,-0.008449291858934914,0.8117549804991436,-0.002678397529721109,0.9356255538432054,42,-0.011240415461334086,0.753474185142605,-0.005485810022042503,0.8702055596912296,20250410,-0.009106201974431865,0.7985696803042305,202512,-0.010954013424659187,0.7615861147747671
HISTORICAL_DISCOVERY,txo_oi_pc_change_5,1,,-0.18526294731227913,4380,4364,146,35,593,0.35976168652612284,0.5609532538955087,0.07928505957836847,0.29880843263061413,0.20531622364802934,-0.00469576685301019,0.0005884137161219003,0.004711659471522042,0.01307869165164191,0.056489668733213795,0.10251679466765518,-0.0541368572295481,-0.08761829560897622,1.1700386769125037,-0.002143364858554796,-0.007918052905365342,-0.05917542329185093,0.9515369371975967,0.8330442188670253,18,-0.008685954359895783,0.8176080839204009,-0.002915712139713246,0.9343455183826581,88,-0.011539763978118421,0.7615853470637237,-0.00578619087089788,0.8718081361823213,20210514,-0.00856034522366718,0.8204918500755526,202004,-0.009532837566415412,0.8023243600274129
HISTORICAL_DISCOVERY,txo_oi_pc_change_5,2,-0.18526294731227913,-0.05076193660786492,4380,4359,146,36,570,0.3273686625372792,0.5776554255563202,0.09497591190640055,0.2789630649231475,0.18651066758430832,-0.003672297095908509,-0.00421619882780595,0.002160952236984478,0.017802441316967683,0.050874491318261716,0.09680742988183429,-0.05323313761268887,-0.07982316218031399,1.2127736766823924,-0.004984025991508683,-0.010741601437778853,-0.06001315962889925,0.8871266682034358,0.7737273339297784,17,-0.011479996801692392,0.7591160982472133,-0.0057266805702174154,0.8708135525560805,83,-0.014274136655454645,0.7050395836116892,-0.008537085750066226,0.8103418467285805,20210323,-0.011435030038025956,0.7604623516250534,202211,-0.01120852993362516,0.76506931951784
