period,cohort,feature,cluster_unit,clusters,bootstrap_reps,comparison,metric,point_estimate,ci_low,ci_high
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_MINUS_MID,average_mfe_10d,0.021581568771467247,0.02000293643513544,0.023130805111102614
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_MINUS_MID,average_mae_10d,-0.014477190805008401,-0.016139197424220784,-0.01273246951111115
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_MINUS_LOW,gross_average_return,0.0006670835755445165,-0.003752658311443394,0.005296642979507373
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_MINUS_LOW,net_average_return,0.000663432371874443,-0.003730677574747648,0.005266255920755236
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_MINUS_LOW,primary_success_rate,0.025020158075600707,0.003062856114361958,0.04690083944425048
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_MINUS_LOW,average_mfe_10d,0.009651508419685956,0.0051439165174144395,0.014079366651684359
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_MINUS_LOW,average_mae_10d,-0.0031100752041114607,-0.0073475983268484904,0.0015214973459317523
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,LOW_D1_D3,gross_average_return,0.0013660200868061618,-0.0027891846915267878,0.00538672409965766
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,LOW_D1_D3,net_average_return,-0.004428779735815593,-0.008560007172855804,-0.00043131254721755344
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,LOW_D1_D3,primary_success_rate,0.21538992478608188,0.19529454997963555,0.23500577740958178
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,LOW_D1_D3,average_mfe_10d,0.05064435917237205,0.04675980202018353,0.05438229095827612
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,LOW_D1_D3,average_mae_10d,-0.04782860563853395,-0.05206138101685645,-0.04378478304458138
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,LOW_D1_D3,gross_profit_factor,1.0474516565258163,0.9089980010251575,1.200716548705636
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_D4_D7,gross_average_return,-0.0018556739755000984,-0.004207762256804762,0.0004260404930468687
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_D4_D7,net_average_return,-0.0076319774541847,-0.009970458997982745,-0.005363521121246528
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_D4_D7,primary_success_rate,0.1581631099881275,0.15017860377231457,0.1663358753457057
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_D4_D7,average_mfe_10d,0.04059684396316111,0.03885024023099593,0.042376734831482875
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_D4_D7,average_mae_10d,-0.042781138565341735,-0.04535302291958896,-0.04032248918285292
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_60,signal_date,735,5000,MID_D4_D7,gross_profit_factor,0.9294510935368678,0.8469890572793599,1.0171019499416274
